open_ticket_id,open_ticket_title,open_ticket_priority,open_ticket_sla_class,open_ticket_issue_type,match_rank,matched_ticket_id,matched_ticket_title,matched_issue_type,matched_completed_by,matched_resolution_hours,matched_priority,similarity_score
T20120604.0003.004,Customer experience weekly checkup,Low,Low,SW:Support,4,T20251225.0008,New employee laptop setup,SW:Support,"Taylor, Mark",102.5,Low,0.2362
T20120604.0003.004,Customer experience weekly checkup,Low,Low,SW:Support,5,T20260225.0010,New employee laptop setup,SW:Support,"Anderson, Scott",152.0,Low,0.2362
T20120604.0003.005,Customer experience weekly checkup,Low,Low,SW:Support,1,T20260222.0006,New employee laptop setup,Triage,"Anderson, Scott",11.5,Low,0.2362
T20120604.0003.005,Customer experience weekly checkup,Low,Low,SW:Support,2,T20260218.0006,New employee laptop setup,IT:Change,"Taylor, Mark",119.0,Low,0.2362
T20120604.0003.005,Customer experience weekly checkup,Low,Low,SW:Support,3,T20251216.0007,New employee laptop setup,SW:Change,"Anderson, Scott",23.0,Low,0.2362
T20120604.0003.005,Customer experience weekly checkup,Low,Low,SW:Support,4,T20251225.0008,New employee laptop setup,SW:Support,"Taylor, Mark",102.5,Low,0.2362
T20120604.0003.005,Customer experience weekly checkup,Low,Low,SW:Support,5,T20260225.0010,New employee laptop setup,SW:Support,"Anderson, Scott",152.0,Low,0.2362
T20120604.0003.006,Customer experience weekly checkup,Low,Low,SW:Support,1,T20260222.0006,New employee laptop setup,Triage,"Anderson, Scott",11.5,Low,0.2362
T20120604.0003.006,Customer experience weekly checkup,Low,Low,SW:Support,2,T20260218.0006,New employee laptop setup,IT:Change,"Taylor, Mark",119.0,Low,0.2362
T20120604.0003.006,Customer experience weekly checkup,Low,Low,SW:Support,3,T20251216.0007,New employee laptop setup,SW:Change,"Anderson, Scott",23.0,Low,0.2362
T20120604.0003.006,Customer experience weekly checkup,Low,Low,SW:Support,4,T20251225.0008,New employee laptop setup,SW:Support,"Taylor, Mark",102.5,Low,0.2362
T20120604.0003.006,Customer experience weekly checkup,Low,Low,SW:Support,5,T20260225.0010,New employee laptop setup,SW:Support,"Anderson, Scott",152.0,Low,0.2362
T20120604.0003.007,Customer experience weekly checkup,Low,Low,SW:Support,1,T20260222.0006,New employee laptop setup,Triage,"Anderson, Scott",11.5,Low,0.2362
T20120604.0003.007,Customer experience weekly checkup,Low,Low,SW:Support,2,T20260218.0006,New employee laptop setup,IT:Change,"Taylor, Mark",119.0,Low,0.2362
T20120604.0003.007,Customer experience weekly checkup,Low,Low,SW:Support,3,T20251216.0007,New employee laptop setup,SW:Change,"Anderson, Scott",23.0,Low,0.2362
T20120604.0003.007,Customer experience weekly checkup,Low,Low,SW:Support,4,T20251225.0008,New employee laptop setup,SW:Support,"Taylor, Mark",102.5,Low,0.2362
T20120604.0003.007,Customer experience weekly checkup,Low,Low,SW:Support,5,T20260225.0010,New employee laptop setup,SW:Support,"Anderson, Scott",152.0,Low,0.2362
T20120604.0003.008,Customer experience weekly checkup,Low,Low,SW:Support,1,T20260222.0006,New employee laptop setup,Triage,"Anderson, Scott",11.5,Low,0.2362
T20120604.0003.008,Customer experience weekly checkup,Low,Low,SW:Support,2,T20260218.0006,New employee laptop setup,IT:Change,"Taylor, Mark",119.0,Low,0.2362
T20120604.0003.008,Customer experience weekly checkup,Low,Low,SW:Support,3,T20251216.0007,New employee laptop setup,SW:Change,"Anderson, Scott",23.0,Low,0.2362
T20120604.0003.008,Customer experience weekly checkup,Low,Low,SW:Support,4,T20251225.0008,New employee laptop setup,SW:Support,"Taylor, Mark",102.5,Low,0.2362
T20120604.0003.008,Customer experience weekly checkup,Low,Low,SW:Support,5,T20260225.0010,New employee laptop setup,SW:Support,"Anderson, Scott",152.0,Low,0.2362
T20120604.0003.009,Customer experience weekly checkup,Low,Low,SW:Support,1,T20260222.0006,New employee laptop setup,Triage,"Anderson, Scott",11.5,Low,0.2362
T20120604.0003.009,Customer experience weekly checkup,Low,Low,SW:Support,2,T20260218.0006,New employee laptop setup,IT:Change,"Taylor, Mark",119.0,Low,0.2362
T20120604.0003.009,Customer experience weekly checkup,Low,Low,SW:Support,3,T20251216.0007,New employee laptop setup,SW:Change,"Anderson, Scott",23.0,Low,0.2362
T20120604.0003.009,Customer experience weekly checkup,Low,Low,SW:Support,4,T20251225.0008,New employee laptop setup,SW:Support,"Taylor, Mark",102.5,Low,0.2362
T20120604.0003.009,Customer experience weekly checkup,Low,Low,SW:Support,5,T20260225.0010,New employee laptop setup,SW:Support,"Anderson, Scott",152.0,Low,0.2362
T20120604.0003.010,Customer experience weekly checkup,Low,Low,SW:Support,1,T20260222.0006,New employee laptop setup,Triage,"Anderson, Scott",11.5,Low,0.2362
T20120604.0003.010,Customer experience weekly checkup,Low,Low,SW:Support,2,T20260218.0006,New employee laptop setup,IT:Change,"Taylor, Mark",119.0,Low,0.2362
T20120604.0003.010,Customer experience weekly checkup,Low,Low,SW:Support,3,T20251216.0007,New employee laptop setup,SW:Change,"Anderson, Scott",23.0,Low,0.2362
T20120604.0003.010,Customer experience weekly checkup,Low,Low,SW:Support,4,T20251225.0008,New employee laptop setup,SW:Support,"Taylor, Mark",102.5,Low,0.2362
T20120604.0003.010,Customer experience weekly checkup,Low,Low,SW:Support,5,T20260225.0010,New employee laptop setup,SW:Support,"Anderson, Scott",152.0,Low,0.2362
T20120604.0003.011,Customer experience weekly checkup,Low,Low,SW:Support,1,T20260222.0006,New employee laptop setup,Triage,"Anderson, Scott",11.5,Low,0.2362
T20120604.0003.011,Customer experience weekly checkup,Low,Low,SW:Support,2,T20260218.0006,New employee laptop setup,IT:Change,"Taylor, Mark",119.0,Low,0.2362
T20120604.0003.011,Customer experience weekly checkup,Low,Low,SW:Support,3,T20251216.0007,New employee laptop setup,SW:Change,"Anderson, Scott",23.0,Low,0.2362
T20120604.0003.011,Customer experience weekly checkup,Low,Low,SW:Support,4,T20251225.0008,New employee laptop setup,SW:Support,"Taylor, Mark",102.5,Low,0.2362
T20120604.0003.011,Customer experience weekly checkup,Low,Low,SW:Support,5,T20260225.0010,New employee laptop setup,SW:Support,"Anderson, Scott",152.0,Low,0.2362
T20120604.0003.012,Customer experience weekly checkup,Low,Low,SW:Support,1,T20260222.0006,New employee laptop setup,Triage,"Anderson, Scott",11.5,Low,0.2362
T20120604.0003.012,Customer experience weekly checkup,Low,Low,SW:Support,2,T20260218.0006,New employee laptop setup,IT:Change,"Taylor, Mark",119.0,Low,0.2362
T20120604.0003.012,Customer experience weekly checkup,Low,Low,SW:Support,3,T20251216.0007,New employee laptop setup,SW:Change,"Anderson, Scott",23.0,Low,0.2362
T20120604.0003.012,Customer experience weekly checkup,Low,Low,SW:Support,4,T20251225.0008,New employee laptop setup,SW:Support,"Taylor, Mark",102.5,Low,0.2362
T20120604.0003.012,Customer experience weekly checkup,Low,Low,SW:Support,5,T20260225.0010,New employee laptop setup,SW:Support,"Anderson, Scott",152.0,Low,0.2362
T20120604.0003.013,Customer experience weekly checkup,Low,Low,SW:Support,1,T20260222.0006,New employee laptop setup,Triage,"Anderson, Scott",11.5,Low,0.2362
T20120604.0003.013,Customer experience weekly checkup,Low,Low,SW:Support,2,T20260218.0006,New employee laptop setup,IT:Change,"Taylor, Mark",119.0,Low,0.2362
T20120604.0003.013,Customer experience weekly checkup,Low,Low,SW:Support,3,T20251216.0007,New employee laptop setup,SW:Change,"Anderson, Scott",23.0,Low,0.2362
T20120604.0003.013,Customer experience weekly checkup,Low,Low,SW:Support,4,T20251225.0008,New employee laptop setup,SW:Support,"Taylor, Mark",102.5,Low,0.2362
T20120604.0003.013,Customer experience weekly checkup,Low,Low,SW:Support,5,T20260225.0010,New employee laptop setup,SW:Support,"Anderson, Scott",152.0,Low,0.2362
T20120604.0003.014,Customer experience weekly checkup,Low,Low,SW:Support,1,T20260222.0006,New employee laptop setup,Triage,"Anderson, Scott",11.5,Low,0.2362
T20120604.0003.014,Customer experience weekly checkup,Low,Low,SW:Support,2,T20260218.0006,New employee laptop setup,IT:Change,"Taylor, Mark",119.0,Low,0.2362
T20120604.0003.014,Customer experience weekly checkup,Low,Low,SW:Support,3,T20251216.0007,New employee laptop setup,SW:Change,"Anderson, Scott",23.0,Low,0.2362
T20120604.0003.014,Customer experience weekly checkup,Low,Low,SW:Support,4,T20251225.0008,New employee laptop setup,SW:Support,"Taylor, Mark",102.5,Low,0.2362
T20120604.0003.014,Customer experience weekly checkup,Low,Low,SW:Support,5,T20260225.0010,New employee laptop setup,SW:Support,"Anderson, Scott",152.0,Low,0.2362
T20120604.0003.015,Customer experience weekly checkup,Low,Low,SW:Support,1,T20260222.0006,New employee laptop setup,Triage,"Anderson, Scott",11.5,Low,0.2362
T20120604.0003.015,Customer experience weekly checkup,Low,Low,SW:Support,2,T20260218.0006,New employee laptop setup,IT:Change,"Taylor, Mark",119.0,Low,0.2362
T20120604.0003.015,Customer experience weekly checkup,Low,Low,SW:Support,3,T20251216.0007,New employee laptop setup,SW:Change,"Anderson, Scott",23.0,Low,0.2362
T20120604.0003.015,Customer experience weekly checkup,Low,Low,SW:Support,4,T20251225.0008,New employee laptop setup,SW:Support,"Taylor, Mark",102.5,Low,0.2362
T20120604.0003.015,Customer experience weekly checkup,Low,Low,SW:Support,5,T20260225.0010,New employee laptop setup,SW:Support,"Anderson, Scott",152.0,Low,0.2362
T20120604.0003.016,Customer experience weekly checkup,Low,Low,SW:Support,1,T20260222.0006,New employee laptop setup,Triage,"Anderson, Scott",11.5,Low,0.2362
T20120604.0003.016,Customer experience weekly checkup,Low,Low,SW:Support,2,T20260218.0006,New employee laptop setup,IT:Change,"Taylor, Mark",119.0,Low,0.2362
T20120604.0003.016,Customer experience weekly checkup,Low,Low,SW:Support,3,T20251216.0007,New employee laptop setup,SW:Change,"Anderson, Scott",23.0,Low,0.2362
T20120604.0003.016,Customer experience weekly checkup,Low,Low,SW:Support,4,T20251225.0008,New employee laptop setup,SW:Support,"Taylor, Mark",102.5,Low,0.2362
T20120604.0003.016,Customer experience weekly checkup,Low,Low,SW:Support,5,T20260225.0010,New employee laptop setup,SW:Support,"Anderson, Scott",152.0,Low,0.2362
T20120604.0003.017,Customer experience weekly checkup,Low,Low,SW:Support,1,T20260222.0006,New employee laptop setup,Triage,"Anderson, Scott",11.5,Low,0.2362
T20120604.0003.017,Customer experience weekly checkup,Low,Low,SW:Support,2,T20260218.0006,New employee laptop setup,IT:Change,"Taylor, Mark",119.0,Low,0.2362
T20120604.0003.017,Customer experience weekly checkup,Low,Low,SW:Support,3,T20251216.0007,New employee laptop setup,SW:Change,"Anderson, Scott",23.0,Low,0.2362
T20120604.0003.017,Customer experience weekly checkup,Low,Low,SW:Support,4,T20251225.0008,New employee laptop setup,SW:Support,"Taylor, Mark",102.5,Low,0.2362
T20120604.0003.017,Customer experience weekly checkup,Low,Low,SW:Support,5,T20260225.0010,New employee laptop setup,SW:Support,"Anderson, Scott",152.0,Low,0.2362
T20120604.0003.018,Customer experience weekly checkup,Low,Low,SW:Support,1,T20260222.0006,New employee laptop setup,Triage,"Anderson, Scott",11.5,Low,0.2362
T20120604.0003.018,Customer experience weekly checkup,Low,Low,SW:Support,2,T20260218.0006,New employee laptop setup,IT:Change,"Taylor, Mark",119.0,Low,0.2362
T20120604.0003.018,Customer experience weekly checkup,Low,Low,SW:Support,3,T20251216.0007,New employee laptop setup,SW:Change,"Anderson, Scott",23.0,Low,0.2362
T20120604.0003.018,Customer experience weekly checkup,Low,Low,SW:Support,4,T20251225.0008,New employee laptop setup,SW:Support,"Taylor, Mark",102.5,Low,0.2362
T20120604.0003.018,Customer experience weekly checkup,Low,Low,SW:Support,5,T20260225.0010,New employee laptop setup,SW:Support,"Anderson, Scott",152.0,Low,0.2362
T20120604.0003.019,Customer experience weekly checkup,Low,Low,SW:Support,1,T20260222.0006,New employee laptop setup,Triage,"Anderson, Scott",11.5,Low,0.2362
T20120604.0003.019,Customer experience weekly checkup,Low,Low,SW:Support,2,T20260218.0006,New employee laptop setup,IT:Change,"Taylor, Mark",119.0,Low,0.2362
T20120604.0003.019,Customer experience weekly checkup,Low,Low,SW:Support,3,T20251216.0007,New employee laptop setup,SW:Change,"Anderson, Scott",23.0,Low,0.2362
T20120604.0003.019,Customer experience weekly checkup,Low,Low,SW:Support,4,T20251225.0008,New employee laptop setup,SW:Support,"Taylor, Mark",102.5,Low,0.2362
T20120604.0003.019,Customer experience weekly checkup,Low,Low,SW:Support,5,T20260225.0010,New employee laptop setup,SW:Support,"Anderson, Scott",152.0,Low,0.2362
T20120604.0003.020,Customer experience weekly checkup,Low,Low,SW:Support,1,T20260222.0006,New employee laptop setup,Triage,"Anderson, Scott",11.5,Low,0.2362
T20120604.0003.020,Customer experience weekly checkup,Low,Low,SW:Support,2,T20260218.0006,New employee laptop setup,IT:Change,"Taylor, Mark",119.0,Low,0.2362
T20120604.0003.020,Customer experience weekly checkup,Low,Low,SW:Support,3,T20251216.0007,New employee laptop setup,SW:Change,"Anderson, Scott",23.0,Low,0.2362
T20120604.0003.020,Customer experience weekly checkup,Low,Low,SW:Support,4,T20251225.0008,New employee laptop setup,SW:Support,"Taylor, Mark",102.5,Low,0.2362
T20120604.0003.020,Customer experience weekly checkup,Low,Low,SW:Support,5,T20260225.0010,New employee laptop setup,SW:Support,"Anderson, Scott",152.0,Low,0.2362
T20120604.0008,Save/Close Error,Medium,Medium,SW:Support,1,T20260223.0010,Windows update causing BSOD,SW:Support,"Moore, James",110.0,Critical,0.2676
T20120604.0008,Save/Close Error,Medium,Medium,SW:Support,2,T20260112.0007,Windows update causing BSOD,Triage,"Miller, Susan",104.5,Critical,0.2676
T20120604.0008,Save/Close Error,Medium,Medium,SW:Support,3,T20260212.0016,Windows update causing BSOD,SW:Defect,"Moore, James",170.5,Critical,0.2676
T20120604.0008,Save/Close Error,Medium,Medium,SW:Support,4,T20260301.0006,Windows update causing BSOD,IT:Change,"Taylor, Mark",209.5,Critical,0.2676
T20120604.0008,Save/Close Error,Medium,Medium,SW:Support,5,T20260216.0011,Windows update causing BSOD,IT:Hardware,"Moore, James",219.0,Critical,0.2676
T20120531.0002,Security Change Request,Low,Service Request,IT:Change,1,T20251207.0003,New user account creation,SW:Defect,"Moore, James",40.5,Low,0.1693
T20120531.0002,Security Change Request,Low,Service Request,IT:Change,2,T20251209.0008,New user account creation,SW:Internal,"Miller, Susan",64.0,Low,0.1693
T20120531.0002,Security Change Request,Low,Service Request,IT:Change,3,T20251220.0007,New user account creation,SW:Defect,"Anderson, Scott",139.0,Low,0.1693
T20120531.0002,Security Change Request,Low,Service Request,IT:Change,4,T20260119.0015,New user account creation,SW:Defect,"Taylor, Mark",223.5,Low,0.1693
T20120531.0002,Security Change Request,Low,Service Request,IT:Change,5,T20260116.0015,New user account creation,SW:Defect,"Taylor, Mark",213.5,Low,0.1693
T20120603.0004,Server Drive 0 at 20% free space,High,High,Triage,1,T20251207.0010,Shared drive access denied,SW:Change,"Moore, James",176.5,Medium,0.2016
T20120603.0004,Server Drive 0 at 20% free space,High,High,Triage,2,T20251202.0002,Shared drive access denied,IT:Change,"Anderson, Scott",215.5,Medium,0.2016
T20120603.0004,Server Drive 0 at 20% free space,High,High,Triage,3,T20260302.0006,Shared drive access denied,SW:Internal,"Moore, James",51.0,Medium,0.2016
T20120603.0004,Server Drive 0 at 20% free space,High,High,Triage,4,T20260107.0009,Shared drive access denied,SW:Defect,"Moore, James",173.0,Medium,0.2016
T20120603.0004,Server Drive 0 at 20% free space,High,High,Triage,5,T20260124.0005,Shared drive access denied,SW:Defect,"Moore, James",201.0,Medium,0.2016
T20260227.0003,New user account creation,High,Service Request,IT:Applications,1,T20251207.0003,New user account creation,SW:Defect,"Moore, James",40.5,Low,1.0
T20260227.0003,New user account creation,High,Service Request,IT:Applications,2,T20251209.0008,New user account creation,SW:Internal,"Miller, Susan",64.0,Low,1.0
T20260227.0003,New user account creation,High,Service Request,IT:Applications,3,T20260120.0007,New user account creation,IT:Change,"Taylor, Mark",88.5,Low,1.0
T20260227.0003,New user account creation,High,Service Request,IT:Applications,4,T20251204.0011,New user account creation,IT:Change,"Moore, James",47.0,Low,1.0
T20260227.0003,New user account creation,High,Service Request,IT:Applications,5,T20260131.0007,New user account creation,Triage,"Moore, James",174.5,Low,1.0
T20251218.0001,Shared drive access denied,Low,Low,Triage,1,T20251207.0010,Shared drive access denied,SW:Change,"Moore, James",176.5,Medium,1.0
T20251218.0001,Shared drive access denied,Low,Low,Triage,2,T20260302.0006,Shared drive access denied,SW:Internal,"Moore, James",51.0,Medium,1.0
T20251218.0001,Shared drive access denied,Low,Low,Triage,3,T20251219.0006,Shared drive access denied,SW:Defect,"Anderson, Scott",144.0,Medium,1.0
T20251218.0001,Shared drive access denied,Low,Low,Triage,4,T20260209.0013,Shared drive access denied,SW:Internal,"Taylor, Mark",55.5,Medium,1.0
T20251218.0001,Shared drive access denied,Low,Low,Triage,5,T20260117.0006,Shared drive access denied,SW:Internal,"Anderson, Scott",156.0,Medium,1.0
T20260122.0002,Desk phone not receiving calls,Low,Service Request,SW:Support,1,T20251231.0005,Desk phone not receiving calls,Triage,"Moore, James",207.5,Medium,1.0
T20260122.0002,Desk phone not receiving calls,Low,Service Request,SW:Support,2,T20260220.0009,Desk phone not receiving calls,SW:Internal,"Anderson, Scott",84.0,Medium,1.0
T20260122.0002,Desk phone not receiving calls,Low,Service Request,SW:Support,3,T20251221.0006,Desk phone not receiving calls,Triage,"Moore, James",150.0,Medium,1.0
T20260122.0002,Desk phone not receiving calls,Low,Service Request,SW:Support,4,T20260127.0006,Desk phone not receiving calls,IT:Applications,"Moore, James",113.0,Medium,1.0
T20260122.0002,Desk phone not receiving calls,Low,Service Request,SW:Support,5,T20260205.0005,Desk phone not receiving calls,IT:Change,"Taylor, Mark",56.0,Medium,1.0
T20260205.0001,Shared drive access denied,Medium,Medium,SW:Internal,1,T20251207.0010,Shared drive access denied,SW:Change,"Moore, James",176.5,Medium,1.0
T20260205.0001,Shared drive access denied,Medium,Medium,SW:Internal,2,T20260302.0006,Shared drive access denied,SW:Internal,"Moore, James",51.0,Medium,1.0
T20260205.0001,Shared drive access denied,Medium,Medium,SW:Internal,3,T20251219.0006,Shared drive access denied,SW:Defect,"Anderson, Scott",144.0,Medium,1.0
T20260205.0001,Shared drive access denied,Medium,Medium,SW:Internal,4,T20260209.0013,Shared drive access denied,SW:Internal,"Taylor, Mark",55.5,Medium,1.0
T20260205.0001,Shared drive access denied,Medium,Medium,SW:Internal,5,T20260117.0006,Shared drive access denied,SW:Internal,"Anderson, Scott",156.0,Medium,1.0
T20260209.0002,File recovery request,Low,Service Request,SW:Support,1,T20260221.0011,File recovery request,IT:Applications,"Miller, Susan",126.0,Medium,1.0
T20260209.0002,File recovery request,Low,Service Request,SW:Support,2,T20251228.0007,File recovery request,IT:Applications,"Taylor, Mark",113.0,Medium,1.0
T20260209.0002,File recovery request,Low,Service Request,SW:Support,3,T20251215.0004,File recovery request,IT:Change,"Moore, James",68.0,Medium,1.0
T20260209.0002,File recovery request,Low,Service Request,SW:Support,4,T20260203.0009,File recovery request,SW:Defect,"Anderson, Scott",141.5,Medium,1.0
T20260209.0002,File recovery request,Low,Service Request,SW:Support,5,T20260107.0002,File recovery request,SW:Internal,"Miller, Susan",124.5,Medium,1.0
T20251218.0003,Zoom meeting room setup,High,Service Request,SW:Internal,1,T20251209.0009,Zoom meeting room setup,SW:Support,"Taylor, Mark",33.5,Low,1.0
T20251218.0003,Zoom meeting room setup,High,Service Request,SW:Internal,2,T20260119.0014,Zoom meeting room setup,IT:Change,"Taylor, Mark",57.0,Low,1.0
T20251218.0003,Zoom meeting room setup,High,Service Request,SW:Internal,3,T20260124.0006,Zoom meeting room setup,IT:Change,"Anderson, Scott",92.5,Low,1.0
T20251218.0003,Zoom meeting room setup,High,Service Request,SW:Internal,4,T20260110.0012,Zoom meeting room setup,SW:Internal,"Moore, James",81.0,Low,1.0
T20251218.0003,Zoom meeting room setup,High,Service Request,SW:Internal,5,T20260105.0003,Zoom meeting room setup,Triage,"Anderson, Scott",137.0,Low,1.0
T20251225.0001,Zoom meeting room setup,Low,Service Request,SW:Defect,1,T20251209.0009,Zoom meeting room setup,SW:Support,"Taylor, Mark",33.5,Low,1.0
T20251225.0001,Zoom meeting room setup,Low,Service Request,SW:Defect,2,T20260119.0014,Zoom meeting room setup,IT:Change,"Taylor, Mark",57.0,Low,1.0
T20251225.0001,Zoom meeting room setup,Low,Service Request,SW:Defect,3,T20260124.0006,Zoom meeting room setup,IT:Change,"Anderson, Scott",92.5,Low,1.0
T20251225.0001,Zoom meeting room setup,Low,Service Request,SW:Defect,4,T20260110.0012,Zoom meeting room setup,SW:Internal,"Moore, James",81.0,Low,1.0
T20251225.0001,Zoom meeting room setup,Low,Service Request,SW:Defect,5,T20260105.0003,Zoom meeting room setup,Triage,"Anderson, Scott",137.0,Low,1.0
T20260111.0003,QuickBooks not launching after update,Low,Maintenance,SW:Defect,1,T20260102.0008,QuickBooks not launching after update,IT:Hardware,"Miller, Susan",76.0,Medium,1.0
T20260111.0003,QuickBooks not launching after update,Low,Maintenance,SW:Defect,2,T20260106.0003,QuickBooks not launching after update,SW:Change,"Moore, James",11.0,Medium,1.0
T20260111.0003,QuickBooks not launching after update,Low,Maintenance,SW:Defect,3,T20251221.0008,QuickBooks not launching after update,SW:Internal,"Anderson, Scott",55.0,Medium,1.0
T20260111.0003,QuickBooks not launching after update,Low,Maintenance,SW:Defect,4,T20260219.0007,QuickBooks not launching after update,IT:Hardware,"Moore, James",93.0,Medium,1.0
T20260111.0003,QuickBooks not launching after update,Low,Maintenance,SW:Defect,5,T20251203.0004,QuickBooks not launching after update,SW:Defect,"Taylor, Mark",150.0,Medium,1.0
T20260222.0003,Suspicious phishing email reported,Medium,Medium,IT:Applications,1,T20260212.0010,Suspicious phishing email reported,IT:Applications,"Anderson, Scott",141.0,High,1.0
T20260222.0003,Suspicious phishing email reported,Medium,Medium,IT:Applications,2,T20260104.0010,Suspicious phishing email reported,SW:Defect,"Anderson, Scott",0.5,High,1.0
T20260222.0003,Suspicious phishing email reported,Medium,Medium,IT:Applications,3,T20251230.0008,Suspicious phishing email reported,IT:Change,"Moore, James",134.5,High,1.0
T20260222.0003,Suspicious phishing email reported,Medium,Medium,IT:Applications,4,T20260218.0010,Suspicious phishing email reported,SW:Change,"Moore, James",15.0,High,1.0
T20260222.0003,Suspicious phishing email reported,Medium,Medium,IT:Applications,5,T20251206.0007,Suspicious phishing email reported,SW:Support,"Miller, Susan",115.5,High,1.0
T20251209.0003,Desk phone not receiving calls,Critical,High,SW:Internal,1,T20251231.0005,Desk phone not receiving calls,Triage,"Moore, James",207.5,Medium,1.0
T20251209.0003,Desk phone not receiving calls,Critical,High,SW:Internal,2,T20260220.0009,Desk phone not receiving calls,SW:Internal,"Anderson, Scott",84.0,Medium,1.0
T20251209.0003,Desk phone not receiving calls,Critical,High,SW:Internal,3,T20251221.0006,Desk phone not receiving calls,Triage,"Moore, James",150.0,Medium,1.0
T20251209.0003,Desk phone not receiving calls,Critical,High,SW:Internal,4,T20260127.0006,Desk phone not receiving calls,IT:Applications,"Moore, James",113.0,Medium,1.0
T20251209.0003,Desk phone not receiving calls,Critical,High,SW:Internal,5,T20260205.0005,Desk phone not receiving calls,IT:Change,"Taylor, Mark",56.0,Medium,1.0
T20260222.0004,Windows update causing BSOD,Low,Maintenance,SW:Support,1,T20260301.0006,Windows update causing BSOD,IT:Change,"Taylor, Mark",209.5,Critical,1.0
T20260222.0004,Windows update causing BSOD,Low,Maintenance,SW:Support,2,T20251228.0006,Windows update causing BSOD,IT:Hardware,"Miller, Susan",42.5,Critical,1.0
T20260222.0004,Windows update causing BSOD,Low,Maintenance,SW:Support,3,T20251222.0005,Windows update causing BSOD,IT:Hardware,"Moore, James",2.0,Critical,1.0
T20260222.0004,Windows update causing BSOD,Low,Maintenance,SW:Support,4,T20260212.0016,Windows update causing BSOD,SW:Defect,"Moore, James",170.5,Critical,1.0
T20260222.0004,Windows update causing BSOD,Low,Maintenance,SW:Support,5,T20251230.0011,Windows update causing BSOD,Triage,"Taylor, Mark",30.0,Critical,1.0
T20260130.0003,Keyboard and mouse not responding,Medium,Medium,SW:Internal,1,T20251217.0004,Keyboard and mouse not responding,IT:Applications,"Taylor, Mark",105.0,Medium,1.0
T20260130.0003,Keyboard and mouse not responding,Medium,Medium,SW:Internal,2,T20251226.0016,Keyboard and mouse not responding,IT:Hardware,"Anderson, Scott",39.0,Medium,1.0
T20260130.0003,Keyboard and mouse not responding,Medium,Medium,SW:Internal,3,T20260113.0007,Keyboard and mouse not responding,SW:Change,"Taylor, Mark",57.5,Medium,1.0
T20260130.0003,Keyboard and mouse not responding,Medium,Medium,SW:Internal,4,T20260302.0010,Keyboard and mouse not responding,Triage,"Taylor, Mark",3.5,Medium,1.0
T20260130.0003,Keyboard and mouse not responding,Medium,Medium,SW:Internal,5,T20251228.0004,Keyboard and mouse not responding,Triage,"Taylor, Mark",208.5,Medium,1.0
T20251220.0004,Laptop battery not holding charge,Low,Service Request,IT:Change,1,T20260112.0001,Laptop battery not holding charge,Triage,"Anderson, Scott",212.0,Medium,1.0
T20251220.0004,Laptop battery not holding charge,Low,Service Request,IT:Change,2,T20260218.0009,Laptop battery not holding charge,SW:Internal,"Miller, Susan",173.5,Medium,1.0
T20251220.0004,Laptop battery not holding charge,Low,Service Request,IT:Change,3,T20260209.0007,Laptop battery not holding charge,SW:Internal,"Taylor, Mark",37.5,Medium,1.0
T20251220.0004,Laptop battery not holding charge,Low,Service Request,IT:Change,4,T20260214.0003,Laptop battery not holding charge,IT:Change,"Miller, Susan",144.5,Medium,1.0
T20251220.0004,Laptop battery not holding charge,Low,Service Request,IT:Change,5,T20260124.0014,Laptop battery not holding charge,SW:Support,"Moore, James",47.5,Medium,1.0
T20251204.0005,File recovery request,Medium,Service Request,IT:Change,1,T20260221.0011,File recovery request,IT:Applications,"Miller, Susan",126.0,Medium,1.0
T20251204.0005,File recovery request,Medium,Service Request,IT:Change,2,T20251228.0007,File recovery request,IT:Applications,"Taylor, Mark",113.0,Medium,1.0
T20251204.0005,File recovery request,Medium,Service Request,IT:Change,3,T20251215.0004,File recovery request,IT:Change,"Moore, James",68.0,Medium,1.0
T20251204.0005,File recovery request,Medium,Service Request,IT:Change,4,T20260203.0009,File recovery request,SW:Defect,"Anderson, Scott",141.5,Medium,1.0
T20251204.0005,File recovery request,Medium,Service Request,IT:Change,5,T20260107.0002,File recovery request,SW:Internal,"Miller, Susan",124.5,Medium,1.0
T20260203.0003,Network printer offline,Low,Low,SW:Defect,1,T20260115.0006,Network printer offline,SW:Internal,"Taylor, Mark",158.0,High,1.0
T20260203.0003,Network printer offline,Low,Low,SW:Defect,2,T20260302.0003,Network printer offline,SW:Change,"Miller, Susan",235.0,High,1.0
T20260203.0003,Network printer offline,Low,Low,SW:Defect,3,T20260127.0004,Network printer offline,IT:Applications,"Anderson, Scott",96.0,High,1.0
T20260203.0003,Network printer offline,Low,Low,SW:Defect,4,T20260101.0007,Network printer offline,SW:Support,"Anderson, Scott",122.5,High,1.0
T20260203.0003,Network printer offline,Low,Low,SW:Defect,5,T20251213.0005,Network printer offline,IT:Change,"Miller, Susan",48.5,High,1.0
T20251208.0001,New employee laptop setup,High,Service Request,SW:Support,1,T20260218.0006,New employee laptop setup,IT:Change,"Taylor, Mark",119.0,Low,1.0
T20251208.0001,New employee laptop setup,High,Service Request,SW:Support,2,T20260222.0006,New employee laptop setup,Triage,"Anderson, Scott",11.5,Low,1.0
T20251208.0001,New employee laptop setup,High,Service Request,SW:Support,3,T20251223.0007,New employee laptop setup,SW:Defect,"Moore, James",168.5,Low,1.0
